Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SearchProductTestSuite,Chrome 120.0.0.0,,,19-12-2023 08:37:10,19-12-2023 08:38:01,"50,387s",PASSED
,,,,,,,
Test Cases/SearchProduct/SearchProductWithCsvDataFile,Chrome 120.0.0.0,,,19-12-2023 08:37:11,19-12-2023 08:37:28,"17,639s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 120.0.0.0,,,19-12-2023 08:37:11,19-12-2023 08:37:17,"6,177s",PASSED
"click(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/a_Login""))",Chrome 120.0.0.0,,,19-12-2023 08:37:17,19-12-2023 08:37:18,"0,721s",PASSED
"setText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_email""), ""nishapathak77@gmail.com"")",Chrome 120.0.0.0,,,19-12-2023 08:37:18,19-12-2023 08:37:20,"2,721s",PASSED
"setEncryptedText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_password""), ""60coEWBzUaguqMoMXWkjBQ=="")",Chrome 120.0.0.0,,,19-12-2023 08:37:20,19-12-2023 08:37:21,"0,585s",PASSED
"click(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/button_Login""))",Chrome 120.0.0.0,,,19-12-2023 08:37:21,19-12-2023 08:37:22,"0,489s",PASSED
"setText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_search""), SearchKeyword)",Chrome 120.0.0.0,,,19-12-2023 08:37:22,19-12-2023 08:37:24,"2,552s",PASSED
"sendKeys(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,19-12-2023 08:37:24,19-12-2023 08:37:28,"3,941s",PASSED
Start listener action : sampleAfterTestCase,Chrome 120.0.0.0,,,19-12-2023 08:37:28,19-12-2023 08:37:28,"0,190s",PASSED
,,,,,,,
Test Cases/SearchProduct/SearchProductWithInvalidKeyword,Chrome 120.0.0.0,,,19-12-2023 08:37:28,19-12-2023 08:37:43,"15,064s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 120.0.0.0,,,19-12-2023 08:37:28,19-12-2023 08:37:34,"5,438s",PASSED
"click(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/a_Login""))",Chrome 120.0.0.0,,,19-12-2023 08:37:34,19-12-2023 08:37:35,"1,066s",PASSED
"setText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_email""), ""nishapathak77@gmail.com"")",Chrome 120.0.0.0,,,19-12-2023 08:37:35,19-12-2023 08:37:37,"2,075s",PASSED
"setEncryptedText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_password""), ""60coEWBzUaguqMoMXWkjBQ=="")",Chrome 120.0.0.0,,,19-12-2023 08:37:37,19-12-2023 08:37:37,"0,488s",PASSED
"click(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/button_Login""))",Chrome 120.0.0.0,,,19-12-2023 08:37:37,19-12-2023 08:37:38,"0,518s",PASSED
"setText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_search""), ""ftxtr7587fo8vx74s5d6trx"")",Chrome 120.0.0.0,,,19-12-2023 08:37:38,19-12-2023 08:37:41,"2,598s",PASSED
"sendKeys(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,19-12-2023 08:37:41,19-12-2023 08:37:43,"1,991s",PASSED
"verifyElementNotPresent(findTestObject(""SearchValidProduct/Page_Search - TAKEALOT/div_5000 results""), 2)",Chrome 120.0.0.0,,,19-12-2023 08:37:43,19-12-2023 08:37:43,"0,542s",PASSED
Start listener action : sampleAfterTestCase,Chrome 120.0.0.0,,,19-12-2023 08:37:43,19-12-2023 08:37:43,"0,214s",PASSED
,,,,,,,
Test Cases/SearchProduct/SearchProductWithValidKeyword,Chrome 120.0.0.0,,,19-12-2023 08:37:43,19-12-2023 08:38:01,"17,433s",PASSED
Start listener action : sampleBeforeTestCase,Chrome 120.0.0.0,,,19-12-2023 08:37:43,19-12-2023 08:37:49,"5,520s",PASSED
"click(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/a_Login""))",Chrome 120.0.0.0,,,19-12-2023 08:37:49,19-12-2023 08:37:50,"1,102s",PASSED
"setText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_email""), ""nishapathak77@gmail.com"")",Chrome 120.0.0.0,,,19-12-2023 08:37:50,19-12-2023 08:37:52,"1,567s",PASSED
"setEncryptedText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_password""), ""60coEWBzUaguqMoMXWkjBQ=="")",Chrome 120.0.0.0,,,19-12-2023 08:37:52,19-12-2023 08:37:53,"1,080s",PASSED
"click(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/button_Login""))",Chrome 120.0.0.0,,,19-12-2023 08:37:53,19-12-2023 08:37:53,"0,516s",PASSED
"setText(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_search""), ""iphone"")",Chrome 120.0.0.0,,,19-12-2023 08:37:53,19-12-2023 08:37:56,"2,728s",PASSED
"sendKeys(findTestObject(""Object Repository/SearchValidProduct/Page_Takealot.com Online Shopping  SAs lead_9e0650/input_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,19-12-2023 08:37:56,19-12-2023 08:38:00,"4,181s",PASSED
"verifyElementPresent(findTestObject(""SearchValidProduct/Page_Search - TAKEALOT/div_5000 results""), 2)",Chrome 120.0.0.0,,,19-12-2023 08:38:00,19-12-2023 08:38:01,"0,458s",PASSED
Start listener action : sampleAfterTestCase,Chrome 120.0.0.0,,,19-12-2023 08:38:01,19-12-2023 08:38:01,"0,152s",PASSED
